e_trend,e_range_pct,e_ret_pct,e_rv_bp,e_sign_changes_5m,trend_score,pnl,date
0.580388692579503,0.8305696592609938,0.4820532386346914,6.632639620507755,1,0.8027923211169279,-218.1095,2026-02-06
0.29742033383915945,0.47793797685010003,0.1421484726291692,4.932106924294605,1,0.5976095617529902,334.8374,2026-02-09
0.2957486136783645,0.38923663572917866,0.11511619540973517,3.956112205549621,2,0.5819672131147612,98.2298,2026-02-10
0.6926536731633943,0.4788708125726974,-0.33169162729921825,4.313144834193149,2,0.5678391959798946,212.1615,2026-02-11
0.47854785478546036,0.4364233450481035,-0.20884945555106468,3.9373693383825876,3,0.8671562082777031,85.3708,2026-02-12
0.3017241379310309,0.8508391033916308,-0.25671869498885114,11.362135188215822,2,0.00570776255707244,-135.7596,2026-02-13
0.5504731861198824,0.9321884373345759,-0.5131447391636784,8.26144846078425,1,0.2903930131004306,86.6698,2026-02-17
0.6056338028169027,0.5189982602593463,0.31432289001622454,5.782698299070497,3,0.35601265822785166,-100.1786,2026-02-18
0.3402985074626802,0.4898663469131142,0.16670078671072827,7.117440142421871,4,0.1424716675661041,-185.7282,2026-02-19
0.698895027624301,0.5305428537929423,0.3707937624574939,5.378289186952112,2,0.8451380552220918,-39.9785,2026-02-20
0.34864864864866524,0.5379314355500051,-0.18754906807014585,5.519390048979813,3,0.5618444282895494,-75.2162,2026-02-23
0.2289377289377274,0.8007039155301419,0.18331133597301658,6.202369821386574,2,0.6538922155688649,-294.805,2026-02-24
0.5978835978835998,0.27383763891102253,0.16372303278807218,2.7155320031173824,3,0.8072625698324148,20.9078,2026-02-25
0.8999999999999765,0.41830140780061315,-0.376471267020542,3.639618551374099,0,0.44147157190634456,145.5689,2026-02-26
0.07417624521070716,0.3821040611366518,-0.028343044534879326,6.730729845062075,3,0.605363984674342,-250.2152,2026-02-27
0.8037383177569974,0.7882716958892033,0.6335641667894437,4.8665773374886205,4,0.7235849056603719,-26.481,2026-03-02
0.518446601941742,0.7629064513739691,-0.395526257314267,8.173866915480795,4,0.4030888030888038,87.8328,2026-03-03
0.08388917393535046,0.5718645012690206,-0.04797324061440931,6.375361252295862,3,0.47255689424363584,-63.8854,2026-03-04
0.9319635826771782,0.4766666177958166,0.44423592886360236,5.590712736056036,2,0.06350806451612884,-250.7244,2026-03-05
0.586046511627909,0.6385601211779139,-0.3742259314810113,7.205552703639664,1,0.14645669291337743,-116.5766,2026-03-06
0.8198614318706993,0.6520789723355763,0.5346143999518197,4.4356782057655835,1,0.8958594730238411,-64.3806,2026-03-09
0.9915014164306025,0.5209255651968556,0.5164984357475946,2.5191539621397796,0,0.07994389901822394,-399.7342,2026-03-10
0.6069182389937403,0.4703167982962035,0.2854438429911059,3.9154795936016042,1,0.03962264150944116,-317.646,2026-03-11
0.13534297139343043,0.4866329371613463,0.06586234769332913,6.676254935752257,3,0.37171971224086037,8.8826,2026-03-12
0.6755725190839613,0.7834108272160523,-0.5292508260199984,5.514925900255786,1,0.7406989853438609,172.5925,2026-03-13
0.15855855855853856,0.41401226371461913,-0.06564518776014754,5.20698836606947,1,0.2646464646464512,-241.0826,2026-03-16
0.3458646616540666,0.19774893319655065,0.0683943678724776,2.9464517078626313,3,0.48806366047746436,14.5154,2026-03-17
0.7826086956521442,0.22448458639278113,0.1756835893508655,3.9350648970979742,2,0.6549192364170444,-89.3076,2026-03-18
0.5201497860199614,0.4272176006338138,0.22221714355363958,6.029855546570524,3,0.4606512890094952,92.4703,2026-03-19
0.11304347826086784,0.3528364986346692,0.039885865063048954,5.59912690345673,4,0.3516949152542448,-17.4173,2026-03-20
0.03783783783780528,0.2798874398620093,0.010590335562337187,5.191084733114795,4,0.6461095100864608,21.2459,2026-03-23
0.302966101694927,0.7233605615239656,0.21915372944476924,10.209838707965476,5,0.11876075731498469,-168.2806,2026-03-24
0.3312500000000493,0.2431019812811509,0.08052753129939322,2.719806170395127,3,0.27626459143968146,116.1193,2026-03-25
0.3498759305210863,0.6165662005446548,-0.2157216731434118,3.5131278885584036,2,0.849950149551346,126.5564,2026-03-26
0.47639860139861306,0.35800344234079345,0.170552339227043,4.648675533490479,4,0.5556170448256779,-91.2058,2026-03-27
0.5824561403508614,0.4482189195565027,0.2610678619171138,4.9915799296079575,2,0.40231092436975296,-113.2807,2026-03-30
0.8137044967880303,0.7268708753579814,-0.5914580998630413,3.931326286931313,1,0.5719026548672586,244.2976,2026-03-31
0.4495412844036806,0.49921377646825066,0.22441720226554926,4.563230220023823,2,0.028340080971657498,-162.828,2026-04-01
0.622222222222216,1.245483201353121,0.7749673252863787,13.27450865257688,2,0.6827160493827108,434.8942,2026-04-02
0.38524590163932937,0.37057849733455966,-0.14276384733380024,5.147925743718605,4,0.12429378531075115,8.1848,2026-04-06
0.6630824372759755,0.42631217052488,-0.28268011307204866,5.004703279889185,1,0.5637426900584676,-70.4052,2026-04-07
0.43252595155709544,0.4287006957115076,-0.18542417634580866,4.903896515595486,2,0.33819241982507586,221.9638,2026-04-08
0.5895953757225266,0.2565661658930161,0.15127022497738093,2.653428644604012,3,0.7550744248985184,163.0442,2026-04-09
0.1184210526315386,0.22302432725886898,-0.02641077559643601,3.64533934381401,1,0.6229050279329786,-172.8273,2026-04-10
0.7046666666666151,0.19865503185838435,0.13998557911619797,2.167409104028198,4,0.8840082361015743,272.4998,2026-04-13
0.5139732685297687,0.1548358152795209,0.07958147006468685,2.082501083176648,2,0.8589420654911699,340.4198,2026-04-14
0.15702479338837616,0.17362107558974293,-0.027262813522347024,2.476006574090191,3,0.6375545851528645,499.0414,2026-04-15
0.5821641791044246,0.19166133042428124,0.11157836109251358,2.2673762672723616,3,0.6138363171355427,-219.5673,2026-04-16
0.5890736342042747,0.2967965709773868,0.1748350346850162,3.435309240013992,1,0.23529411764704702,-34.577,2026-04-17
0.710317460317451,0.35546527865938554,-0.2524931939683697,2.9924503283341988,2,0.08391608391604695,156.6644,2026-04-20
0.8945783132530032,0.4672371087592796,-0.41798018464308623,2.152410220535503,0,0.7874692874692849,123.2946,2026-04-21
0.39662447257388095,0.16678160757764782,-0.06614966714050856,3.033266494144709,5,0.2641509433962345,175.5,2026-04-22
0.7250755287009458,0.23293127471815636,0.16889276716725246,2.220888962787492,2,0.2053673297286521,-144.9888,2026-04-23
0.7083333333333311,0.30427249292143405,0.21552634915268182,2.8483478421694453,2,0.814741035856583,574.7716,2026-04-24
0.11669085631349037,0.19314349019538085,0.022538079262275225,2.6851836852831545,3,0.5069865067466114,-31.1966,2026-04-27
0.31759656652360346,0.3275876613334141,-0.10404071647498933,4.350809591562053,3,0.14285714285712628,5.3417,2026-04-28
0.04444444444439953,0.1264968797436458,-0.005622083544156354,1.580531360130944,3,0.02872062663185704,-216.0046,2026-04-29
0.6241610738255041,0.4185334475639413,0.26123228606339993,3.6164297120577262,1,0.74564459930313,65.8708,2026-04-30
0.7868020304568188,0.27199801179118666,-0.21400858795752337,3.1922909863329294,2,0.9207161125319826,-45.1208,2026-05-01
